"Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations"
2020-10-24,Crater,Female,2031,161
2020-10-24,Portsmouth,Female,1476,172
2020-10-24,Arlington,"Not Reported",3,0
2020-10-24,"Mount Rogers","Not Reported",13,0
2020-10-24,"Thomas Jefferson","Not Reported",4,0
2020-10-24,"Three Rivers","Not Reported",26,0
2020-10-24,Hampton,Male,940,55
2020-10-24,Alleghany,Male,1110,56
2020-10-24,Roanoke,Female,1457,52
2020-10-24,Loudoun,"Not Reported",62,0
2020-10-24,Fairfax,Female,11977,963
2020-10-24,"Western Tidewater",Male,2378,122
2020-10-24,Peninsula,"Not Reported",19,0
2020-10-24,"New River",Male,2095,45
2020-10-24,"Central Shenandoah",Male,3104,143
2020-10-24,Southside,Male,905,47
2020-10-24,Chesterfield,Male,3556,233
2020-10-24,Arlington,Female,2235,238
2020-10-24,Rappahannock,Male,2771,228
2020-10-24,"Central Virginia",Male,2096,96
2020-10-24,Alleghany,"Not Reported",11,0
2020-10-24,Henrico,Male,2870,237
2020-10-24,"Thomas Jefferson",Male,2055,113
2020-10-24,"Lord Fairfax",Male,1805,169
2020-10-24,"Three Rivers",Male,1182,71
2020-10-24,Richmond,"Not Reported",54,1
2020-10-24,Pittsylvania-Danville,Male,1074,71
2020-10-24,Portsmouth,"Not Reported",3,0
2020-10-24,Norfolk,"Not Reported",3,0
2020-10-24,Chesapeake,Male,2196,232
2020-10-24,Chickahominy,Female,1152,89
2020-10-24,"Prince William",Male,8058,659
2020-10-24,"Eastern Shore","Not Reported",9,0
2020-10-24,"Eastern Shore",Male,748,72
2020-10-24,"Rappahannock Rapidan",Male,1459,113
2020-10-24,Henrico,"Not Reported",36,0
2020-10-24,"Cumberland Plateau",Female,719,42
2020-10-24,"West Piedmont",Male,1235,138
2020-10-24,Hampton,"Not Reported",7,0
2020-10-24,Alexandria,"Not Reported",13,0
2020-10-24,"Western Tidewater","Not Reported",5,0
2020-10-24,"Cumberland Plateau","Not Reported",17,0
2020-10-24,"Virginia Beach",Male,3533,208
2020-10-24,Alleghany,Female,1393,58
2020-10-24,Lenowisco,Female,740,45
2020-10-24,"Virginia Beach","Not Reported",17,0
2020-10-24,"Western Tidewater",Female,2156,111
2020-10-24,"Mount Rogers",Male,1554,165
2020-10-24,"Lord Fairfax",Female,2006,151
2020-10-24,Piedmont,"Not Reported",5,0
2020-10-24,Alexandria,Male,2008,181
2020-10-24,Pittsylvania-Danville,"Not Reported",5,0
2020-10-24,"West Piedmont","Not Reported",14,0
2020-10-24,Loudoun,Female,3888,216
2020-10-24,Hampton,Female,1143,33
2020-10-24,Henrico,Female,3269,242
2020-10-24,"Prince William","Not Reported",126,2
2020-10-24,Chickahominy,Male,1113,95
2020-10-24,"Rappahannock Rapidan","Not Reported",41,0
2020-10-24,Peninsula,Female,2584,104
2020-10-24,Lenowisco,"Not Reported",3,0
2020-10-24,Crater,"Not Reported",52,3
2020-10-24,Chickahominy,"Not Reported",30,0
2020-10-24,Portsmouth,Male,1319,134
2020-10-24,"New River",Female,2116,31
2020-10-24,Rappahannock,Female,3186,199
2020-10-24,"Central Virginia",Female,2451,81
2020-10-24,Roanoke,"Not Reported",21,0
2020-10-24,"West Piedmont",Female,1603,152
2020-10-24,"Mount Rogers",Female,2035,136
2020-10-24,Piedmont,Male,1506,89
2020-10-24,Chesterfield,Female,3831,222
2020-10-24,Fairfax,Male,11327,1296
2020-10-24,Crater,Male,2860,136
2020-10-24,"Central Virginia","Not Reported",49,0
2020-10-24,"Prince William",Female,8431,513
2020-10-24,"Virginia Beach",Female,4208,223
2020-10-24,Norfolk,Female,2739,206
2020-10-24,"Three Rivers",Female,1007,65
2020-10-24,Arlington,Male,2270,295
2020-10-24,"Central Shenandoah",Female,3537,150
2020-10-24,Southside,Female,854,43
2020-10-25,Southside,"Not Reported",10,0
2020-10-25,Chesapeake,Female,2647,245
2020-10-25,Richmond,Female,2636,223
2020-10-25,Roanoke,Male,1156,43
2020-10-25,Fairfax,"Not Reported",162,1
2020-10-25,"Thomas Jefferson",Female,2304,117
2020-10-25,Chesapeake,"Not Reported",5,0
2020-10-25,"Cumberland Plateau",Male,589,41
2020-10-25,"Eastern Shore",Female,766,73
2020-10-25,"Lord Fairfax","Not Reported",22,0
2020-10-25,Rappahannock,"Not Reported",21,0
2020-10-25,"Central Shenandoah","Not Reported",22,0
2020-10-25,Peninsula,Male,2433,116
2020-10-25,Norfolk,Male,2577,200
2020-10-25,Alexandria,Female,2187,143
2020-10-25,Lenowisco,Male,669,59
2020-10-25,Pittsylvania-Danville,Female,1355,114
2020-10-25,"New River","Not Reported",36,0
2020-10-25,Chesterfield,"Not Reported",151,0
2020-10-25,Loudoun,Male,3782,259
2020-10-25,"Rappahannock Rapidan",Female,1506,80
2020-10-25,Piedmont,Female,930,62
2020-10-25,Richmond,Male,2571,225
2020-10-25,Crater,Female,2031,161
2020-10-25,Portsmouth,Female,1481,172
2020-10-25,Arlington,"Not Reported",3,0
2020-10-25,"Mount Rogers","Not Reported",14,0
2020-10-25,"Thomas Jefferson","Not Reported",4,0
2020-10-25,"Three Rivers","Not Reported",26,0
2020-10-25,Hampton,Male,943,55
2020-10-25,Alleghany,Male,1131,56
2020-10-25,Roanoke,Female,1470,53
2020-10-25,Loudoun,"Not Reported",62,0
2020-10-25,Fairfax,Female,12032,969
2020-10-25,"Western Tidewater",Male,2381,122
2020-10-25,Peninsula,"Not Reported",19,0
2020-10-25,"New River",Male,2124,45
2020-10-25,"Central Shenandoah",Male,3110,144
2020-10-25,Southside,Male,908,47
2020-10-25,Chesterfield,Male,3578,233
2020-10-25,Arlington,Female,2247,238
2020-10-25,Rappahannock,Male,2783,228
2020-10-25,"Central Virginia",Male,2130,96
2020-10-25,Alleghany,"Not Reported",11,0
2020-10-25,Henrico,Male,2900,237
2020-10-25,"Thomas Jefferson",Male,2068,113
2020-10-25,"Lord Fairfax",Male,1815,169
2020-10-25,"Three Rivers",Male,1186,71
2020-10-25,Richmond,"Not Reported",54,1
2020-10-25,Pittsylvania-Danville,Male,1080,71
2020-10-25,Portsmouth,"Not Reported",3,0
2020-10-25,Norfolk,"Not Reported",3,0
2020-10-25,Chesapeake,Male,2207,232
2020-10-25,Chickahominy,Female,1161,92
2020-10-25,"Prince William",Male,8076,659
2020-10-25,"Eastern Shore","Not Reported",9,0
2020-10-25,"Eastern Shore",Male,751,72
2020-10-25,"Rappahannock Rapidan",Male,1464,113
2020-10-25,Henrico,"Not Reported",37,0
2020-10-25,"Cumberland Plateau",Female,729,42
2020-10-25,"West Piedmont",Male,1247,138
2020-10-25,Hampton,"Not Reported",7,0
2020-10-25,Alexandria,"Not Reported",13,0
2020-10-25,"Western Tidewater","Not Reported",5,0
2020-10-25,"Cumberland Plateau","Not Reported",23,0
2020-10-25,"Virginia Beach",Male,3554,208
2020-10-25,Alleghany,Female,1424,58
2020-10-25,Lenowisco,Female,762,45
2020-10-25,"Virginia Beach","Not Reported",17,0
2020-10-25,"Western Tidewater",Female,2160,111
2020-10-25,"Mount Rogers",Male,1580,168
2020-10-25,"Lord Fairfax",Female,2014,151
2020-10-25,Piedmont,"Not Reported",5,0
2020-10-25,Alexandria,Male,2016,181
2020-10-25,Pittsylvania-Danville,"Not Reported",5,0
2020-10-25,"West Piedmont","Not Reported",14,0
2020-10-25,Loudoun,Female,3892,216
2020-10-25,Hampton,Female,1150,33
2020-10-25,Henrico,Female,3292,242
2020-10-25,"Prince William","Not Reported",130,2
2020-10-25,Chickahominy,Male,1121,97
2020-10-25,"Rappahannock Rapidan","Not Reported",41,0
2020-10-25,Peninsula,Female,2605,104
2020-10-25,Lenowisco,"Not Reported",4,0
2020-10-25,Crater,"Not Reported",52,3
2020-10-25,Chickahominy,"Not Reported",30,0
2020-10-25,Portsmouth,Male,1326,134
2020-10-25,"New River",Female,2130,31
2020-10-25,Rappahannock,Female,3195,201
2020-10-25,"Central Virginia",Female,2489,81
2020-10-25,Roanoke,"Not Reported",21,0
2020-10-25,"West Piedmont",Female,1620,152
2020-10-25,"Mount Rogers",Female,2050,139
2020-10-25,Piedmont,Male,1508,90
2020-10-25,Chesterfield,Female,3860,222
2020-10-25,Fairfax,Male,11390,1302
2020-10-25,Crater,Male,2860,136
2020-10-25,"Central Virginia","Not Reported",49,0
2020-10-25,"Prince William",Female,8452,513
2020-10-25,"Virginia Beach",Female,4231,223
2020-10-25,Norfolk,Female,2750,207
2020-10-25,"Three Rivers",Female,1014,65
2020-10-25,Arlington,Male,2287,295
2020-10-25,"Central Shenandoah",Female,3545,150
2020-10-25,Southside,Female,863,43
2020-10-26,Southside,"Not Reported",10,0
2020-10-26,Chesapeake,Female,2658,246
2020-10-26,Richmond,Female,2649,223
2020-10-26,Roanoke,Male,1172,43
2020-10-26,Fairfax,"Not Reported",162,1
2020-10-26,"Thomas Jefferson",Female,2310,117
2020-10-26,Chesapeake,"Not Reported",5,0
2020-10-26,"Cumberland Plateau",Male,604,43
2020-10-26,"Eastern Shore",Female,766,73
2020-10-26,"Lord Fairfax","Not Reported",22,0
2020-10-26,Rappahannock,"Not Reported",21,0
2020-10-26,"Central Shenandoah","Not Reported",22,0
2020-10-26,Peninsula,Male,2433,116
2020-10-26,Norfolk,Male,2579,200
2020-10-26,Alexandria,Female,2193,143
2020-10-26,Lenowisco,Male,697,61
2020-10-26,Pittsylvania-Danville,Female,1361,115
2020-10-26,"New River","Not Reported",37,0
2020-10-26,Chesterfield,"Not Reported",151,0
2020-10-26,Loudoun,Male,3806,259
2020-10-26,"Rappahannock Rapidan",Female,1515,80
2020-10-26,Piedmont,Female,931,62
2020-10-26,Richmond,Male,2582,225
2020-10-26,Crater,Female,2050,161
2020-10-26,Portsmouth,Female,1485,172
2020-10-26,Arlington,"Not Reported",3,0
2020-10-26,"Mount Rogers","Not Reported",14,0
2020-10-26,"Thomas Jefferson","Not Reported",4,0
2020-10-26,"Three Rivers","Not Reported",27,0
2020-10-26,Hampton,Male,945,55
2020-10-26,Alleghany,Male,1140,56
2020-10-26,Roanoke,Female,1502,53
2020-10-26,Loudoun,"Not Reported",63,0
2020-10-26,Fairfax,Female,12088,970
2020-10-26,"Western Tidewater",Male,2381,122
2020-10-26,Peninsula,"Not Reported",19,0
2020-10-26,"New River",Male,2138,45
2020-10-26,"Central Shenandoah",Male,3126,145
2020-10-26,Southside,Male,913,47
2020-10-26,Chesterfield,Male,3597,233
2020-10-26,Arlington,Female,2261,238
2020-10-26,Rappahannock,Male,2791,228
2020-10-26,"Central Virginia",Male,2143,98
2020-10-26,Alleghany,"Not Reported",12,0
2020-10-26,Henrico,Male,2904,237
2020-10-26,"Thomas Jefferson",Male,2076,113
2020-10-26,"Lord Fairfax",Male,1829,169
2020-10-26,"Three Rivers",Male,1188,71
2020-10-26,Richmond,"Not Reported",54,1
2020-10-26,Pittsylvania-Danville,Male,1082,71
2020-10-26,Portsmouth,"Not Reported",3,0
2020-10-26,Norfolk,"Not Reported",3,0
2020-10-26,Chesapeake,Male,2217,232
2020-10-26,Chickahominy,Female,1166,92
2020-10-26,"Prince William",Male,8095,660
2020-10-26,"Eastern Shore","Not Reported",9,0
2020-10-26,"Eastern Shore",Male,754,72
2020-10-26,"Rappahannock Rapidan",Male,1495,113
2020-10-26,Henrico,"Not Reported",38,0
2020-10-26,"Cumberland Plateau",Female,742,43
2020-10-26,"West Piedmont",Male,1258,138
2020-10-26,Hampton,"Not Reported",7,0
2020-10-26,Alexandria,"Not Reported",13,0
2020-10-26,"Western Tidewater","Not Reported",5,0
2020-10-26,"Cumberland Plateau","Not Reported",20,0
2020-10-26,"Virginia Beach",Male,3571,208
2020-10-26,Alleghany,Female,1430,59
2020-10-26,Lenowisco,Female,780,46
2020-10-26,"Virginia Beach","Not Reported",17,0
2020-10-26,"Western Tidewater",Female,2165,111
2020-10-26,"Mount Rogers",Male,1599,170
2020-10-26,"Lord Fairfax",Female,2035,152
2020-10-26,Piedmont,"Not Reported",5,0
2020-10-26,Alexandria,Male,2024,182
2020-10-26,Pittsylvania-Danville,"Not Reported",5,0
2020-10-26,"West Piedmont","Not Reported",14,0
2020-10-26,Loudoun,Female,3915,216
2020-10-26,Hampton,Female,1150,33
2020-10-26,Henrico,Female,3307,242
2020-10-26,"Prince William","Not Reported",130,2
2020-10-26,Chickahominy,Male,1128,98
2020-10-26,"Rappahannock Rapidan","Not Reported",49,0
2020-10-26,Peninsula,Female,2612,104
2020-10-26,Lenowisco,"Not Reported",6,0
2020-10-26,Crater,"Not Reported",52,4
2020-10-26,Chickahominy,"Not Reported",30,0
2020-10-26,Portsmouth,Male,1331,134
2020-10-26,"New River",Female,2153,31
2020-10-26,Rappahannock,Female,3205,201
2020-10-26,"Central Virginia",Female,2497,82
2020-10-26,Roanoke,"Not Reported",21,0
2020-10-26,"West Piedmont",Female,1639,152
2020-10-26,"Mount Rogers",Female,2069,141
2020-10-26,Piedmont,Male,1509,90
2020-10-26,Chesterfield,Female,3895,222
2020-10-26,Fairfax,Male,11445,1303
2020-10-26,Crater,Male,2879,136
2020-10-26,"Central Virginia","Not Reported",50,0
2020-10-26,"Prince William",Female,8464,515
2020-10-26,"Virginia Beach",Female,4245,223
2020-10-26,Norfolk,Female,2749,207
2020-10-26,"Three Rivers",Female,1017,65
2020-10-26,Arlington,Male,2298,295
2020-10-26,"Central Shenandoah",Female,3562,151
2020-10-26,Southside,Female,877,43
2020-10-27,Southside,"Not Reported",10,0
2020-10-27,Chesapeake,Female,2673,246
2020-10-27,Richmond,Female,2667,224
2020-10-27,Roanoke,Male,1188,44
2020-10-27,Fairfax,"Not Reported",161,1
2020-10-27,"Thomas Jefferson",Female,2315,117
2020-10-27,Chesapeake,"Not Reported",5,0
2020-10-27,"Cumberland Plateau",Male,616,44
2020-10-27,"Eastern Shore",Female,766,73
2020-10-27,"Lord Fairfax","Not Reported",22,0
2020-10-27,Rappahannock,"Not Reported",20,0
2020-10-27,"Central Shenandoah","Not Reported",21,0
2020-10-27,Peninsula,Male,2439,116
2020-10-27,Norfolk,Male,2605,200
2020-10-27,Alexandria,Female,2201,143
2020-10-27,Lenowisco,Male,714,61
2020-10-27,Pittsylvania-Danville,Female,1372,116
2020-10-27,"New River","Not Reported",37,0
2020-10-27,Chesterfield,"Not Reported",151,0
2020-10-27,Loudoun,Male,3821,259
2020-10-27,"Rappahannock Rapidan",Female,1517,80
2020-10-27,Piedmont,Female,941,62
2020-10-27,Richmond,Male,2599,225
2020-10-27,Crater,Female,2075,162
2020-10-27,Portsmouth,Female,1488,172
2020-10-27,Arlington,"Not Reported",3,0
2020-10-27,"Mount Rogers","Not Reported",15,0
2020-10-27,"Thomas Jefferson","Not Reported",4,0
2020-10-27,"Three Rivers","Not Reported",27,0
2020-10-27,Hampton,Male,948,55
2020-10-27,Alleghany,Male,1168,56
2020-10-27,Roanoke,Female,1522,53
2020-10-27,Loudoun,"Not Reported",63,0
2020-10-27,Fairfax,Female,12125,975
2020-10-27,"Western Tidewater",Male,2389,123
2020-10-27,Peninsula,"Not Reported",19,0
2020-10-27,"New River",Male,2149,45
2020-10-27,"Central Shenandoah",Male,3154,146
2020-10-27,Southside,Male,917,47
2020-10-27,Chesterfield,Male,3608,236
2020-10-27,Arlington,Female,2272,238
2020-10-27,Rappahannock,Male,2811,228
2020-10-27,"Central Virginia",Male,2164,103
2020-10-27,Alleghany,"Not Reported",12,0
2020-10-27,Henrico,Male,2930,240
2020-10-27,"Thomas Jefferson",Male,2088,115
2020-10-27,"Lord Fairfax",Male,1845,170
2020-10-27,"Three Rivers",Male,1192,71
2020-10-27,Richmond,"Not Reported",54,1
2020-10-27,Pittsylvania-Danville,Male,1089,73
2020-10-27,Portsmouth,"Not Reported",3,0
2020-10-27,Norfolk,"Not Reported",3,0
2020-10-27,Chesapeake,Male,2227,233
2020-10-27,Chickahominy,Female,1171,93
2020-10-27,"Prince William",Male,8177,662
2020-10-27,"Eastern Shore","Not Reported",9,0
2020-10-27,"Eastern Shore",Male,755,72
2020-10-27,"Rappahannock Rapidan",Male,1494,112
2020-10-27,Henrico,"Not Reported",38,0
2020-10-27,"Cumberland Plateau",Female,756,44
2020-10-27,"West Piedmont",Male,1271,139
2020-10-27,Hampton,"Not Reported",7,0
2020-10-27,Alexandria,"Not Reported",13,0
2020-10-27,"Western Tidewater","Not Reported",5,0
2020-10-27,"Cumberland Plateau","Not Reported",20,0
2020-10-27,"Virginia Beach",Male,3592,208
2020-10-27,Alleghany,Female,1467,59
2020-10-27,Lenowisco,Female,794,46
2020-10-27,"Virginia Beach","Not Reported",17,0
2020-10-27,"Western Tidewater",Female,2176,112
2020-10-27,"Mount Rogers",Male,1616,170
2020-10-27,"Lord Fairfax",Female,2049,152
2020-10-27,Piedmont,"Not Reported",6,0
2020-10-27,Alexandria,Male,2034,182
2020-10-27,Pittsylvania-Danville,"Not Reported",7,0
2020-10-27,"West Piedmont","Not Reported",17,0
2020-10-27,Loudoun,Female,3933,219
2020-10-27,Hampton,Female,1154,33
2020-10-27,Henrico,Female,3326,242
2020-10-27,"Prince William","Not Reported",131,2
2020-10-27,Chickahominy,Male,1139,99
2020-10-27,"Rappahannock Rapidan","Not Reported",49,0
2020-10-27,Peninsula,Female,2627,104
2020-10-27,Lenowisco,"Not Reported",7,0
2020-10-27,Crater,"Not Reported",53,5
2020-10-27,Chickahominy,"Not Reported",28,0
2020-10-27,Portsmouth,Male,1333,135
2020-10-27,"New River",Female,2169,32
2020-10-27,Rappahannock,Female,3222,201
2020-10-27,"Central Virginia",Female,2519,88
2020-10-27,Roanoke,"Not Reported",20,0
2020-10-27,"West Piedmont",Female,1651,153
2020-10-27,"Mount Rogers",Female,2082,141
2020-10-27,Piedmont,Male,1528,90
2020-10-27,Chesterfield,Female,3917,222
2020-10-27,Fairfax,Male,11483,1309
2020-10-27,Crater,Male,2889,136
2020-10-27,"Central Virginia","Not Reported",58,1
2020-10-27,"Prince William",Female,8541,516
2020-10-27,"Virginia Beach",Female,4272,224
2020-10-27,Norfolk,Female,2761,207
2020-10-27,"Three Rivers",Female,1017,65
2020-10-27,Arlington,Male,2311,298
2020-10-27,"Central Shenandoah",Female,3593,151
2020-10-27,Southside,Female,880,43
2020-10-28,Southside,"Not Reported",11,0
2020-10-28,Chesapeake,Female,2680,246
2020-10-28,Richmond,Female,2688,225
2020-10-28,Roanoke,Male,1213,44
2020-10-28,Fairfax,"Not Reported",161,1
2020-10-28,"Thomas Jefferson",Female,2332,117
2020-10-28,Chesapeake,"Not Reported",5,0
2020-10-28,"Cumberland Plateau",Male,629,44
2020-10-28,"Eastern Shore",Female,768,73
2020-10-28,"Lord Fairfax","Not Reported",21,0
2020-10-28,Rappahannock,"Not Reported",20,0
2020-10-28,"Central Shenandoah","Not Reported",21,0
2020-10-28,Peninsula,Male,2452,117
2020-10-28,Norfolk,Male,2616,200
2020-10-28,Alexandria,Female,2212,143
2020-10-28,Lenowisco,Male,740,62
2020-10-28,Pittsylvania-Danville,Female,1393,118
2020-10-28,"New River","Not Reported",37,0
2020-10-28,Chesterfield,"Not Reported",142,0
2020-10-28,Loudoun,Male,3850,260
2020-10-28,"Rappahannock Rapidan",Female,1528,80
2020-10-28,Piedmont,Female,951,63
2020-10-28,Richmond,Male,2609,226
2020-10-28,Crater,Female,2083,162
2020-10-28,Portsmouth,Female,1498,175
2020-10-28,Arlington,"Not Reported",4,0
2020-10-28,"Mount Rogers","Not Reported",15,0
2020-10-28,"Thomas Jefferson","Not Reported",4,0
2020-10-28,"Three Rivers","Not Reported",26,0
2020-10-28,Hampton,Male,958,55
2020-10-28,Alleghany,Male,1186,56
2020-10-28,Roanoke,Female,1538,53
2020-10-28,Loudoun,"Not Reported",63,0
2020-10-28,Fairfax,Female,12182,981
2020-10-28,"Western Tidewater",Male,2401,123
2020-10-28,Peninsula,"Not Reported",19,0
2020-10-28,"New River",Male,2172,45
2020-10-28,"Central Shenandoah",Male,3178,148
2020-10-28,Southside,Male,924,47
2020-10-28,Chesterfield,Male,3630,236
2020-10-28,Arlington,Female,2296,239
2020-10-28,Rappahannock,Male,2837,228
2020-10-28,"Central Virginia",Male,2200,104
2020-10-28,Alleghany,"Not Reported",12,0
2020-10-28,Henrico,Male,2960,240
2020-10-28,"Thomas Jefferson",Male,2102,115
2020-10-28,"Lord Fairfax",Male,1873,172
2020-10-28,"Three Rivers",Male,1196,72
2020-10-28,Richmond,"Not Reported",58,1
2020-10-28,Pittsylvania-Danville,Male,1108,76
2020-10-28,Portsmouth,"Not Reported",3,0
2020-10-28,Norfolk,"Not Reported",3,0
2020-10-28,Chesapeake,Male,2236,233
2020-10-28,Chickahominy,Female,1184,95
2020-10-28,"Prince William",Male,8215,664
2020-10-28,"Eastern Shore","Not Reported",9,0
2020-10-28,"Eastern Shore",Male,756,73
2020-10-28,"Rappahannock Rapidan",Male,1501,112
2020-10-28,Henrico,"Not Reported",39,0
2020-10-28,"Cumberland Plateau",Female,769,45
2020-10-28,"West Piedmont",Male,1282,139
2020-10-28,Hampton,"Not Reported",7,0
2020-10-28,Alexandria,"Not Reported",13,0
2020-10-28,"Western Tidewater","Not Reported",5,0
2020-10-28,"Cumberland Plateau","Not Reported",12,0
2020-10-28,"Virginia Beach",Male,3610,207
2020-10-28,Alleghany,Female,1479,59
2020-10-28,Lenowisco,Female,830,47
2020-10-28,"Virginia Beach","Not Reported",17,0
2020-10-28,"Western Tidewater",Female,2185,112
2020-10-28,"Mount Rogers",Male,1637,172
2020-10-28,"Lord Fairfax",Female,2072,154
2020-10-28,Piedmont,"Not Reported",5,0
2020-10-28,Alexandria,Male,2044,182
2020-10-28,Pittsylvania-Danville,"Not Reported",7,0
2020-10-28,"West Piedmont","Not Reported",17,1
2020-10-28,Loudoun,Female,3963,219
2020-10-28,Hampton,Female,1160,34
2020-10-28,Henrico,Female,3343,243
2020-10-28,"Prince William","Not Reported",131,2
2020-10-28,Chickahominy,Male,1152,101
2020-10-28,"Rappahannock Rapidan","Not Reported",51,0
2020-10-28,Peninsula,Female,2645,104
2020-10-28,Lenowisco,"Not Reported",7,0
2020-10-28,Crater,"Not Reported",55,5
2020-10-28,Chickahominy,"Not Reported",26,0
2020-10-28,Portsmouth,Male,1337,136
2020-10-28,"New River",Female,2195,32
2020-10-28,Rappahannock,Female,3251,201
2020-10-28,"Central Virginia",Female,2560,90
2020-10-28,Roanoke,"Not Reported",20,0
2020-10-28,"West Piedmont",Female,1676,154
2020-10-28,"Mount Rogers",Female,2095,141
2020-10-28,Piedmont,Male,1533,92
2020-10-28,Chesterfield,Female,3960,225
2020-10-28,Fairfax,Male,11539,1311
2020-10-28,Crater,Male,2896,137
2020-10-28,"Central Virginia","Not Reported",92,1
2020-10-28,"Prince William",Female,8582,519
2020-10-28,"Virginia Beach",Female,4299,225
2020-10-28,Norfolk,Female,2776,210
2020-05-18,Lenowisco,Female,20,7
2020-05-18,Lenowisco,Male,22,8
2020-05-18,Lenowisco,"Not Reported",0,0
2020-05-18,"Lord Fairfax",Female,488,42
2020-05-18,"Lord Fairfax",Male,401,38
2020-05-18,"Lord Fairfax","Not Reported",9,0
2020-05-18,Loudoun,Female,751,62
2020-05-18,Loudoun,Male,732,77
2020-05-18,Loudoun,"Not Reported",3,0
